Datetime,Open,High,Low,Close,Adj Close,Volume
2023-09-11 09:15:00+05:30,3449.949951171875,3452.14990234375,3448.449951171875,3448.449951171875,3448.449951171875,0
2023-09-11 09:16:00+05:30,3451.949951171875,3454.75,3445.10009765625,3450.39990234375,3450.39990234375,14275
2023-09-11 09:17:00+05:30,3450.0,3452.0,3447.60009765625,3452.0,3452.0,6552
2023-09-11 09:18:00+05:30,3452.0,3452.449951171875,3448.39990234375,3449.5,3449.5,20110
2023-09-11 09:19:00+05:30,3449.449951171875,3451.25,3447.89990234375,3449.800048828125,3449.800048828125,2402
2023-09-11 09:20:00+05:30,3447.300048828125,3460.39990234375,3447.300048828125,3458.75,3458.75,21526
2023-09-11 09:21:00+05:30,3459.050048828125,3460.449951171875,3455.64990234375,3456.550048828125,3456.550048828125,5511
2023-09-11 09:22:00+05:30,3457.89990234375,3461.550048828125,3456.550048828125,3459.949951171875,3459.949951171875,56874
2023-09-11 09:23:00+05:30,3458.199951171875,3465.0,3458.199951171875,3465.0,3465.0,14511
2023-09-11 09:24:00+05:30,3465.0,3469.89990234375,3464.0,3469.64990234375,3469.64990234375,19973
2023-09-11 09:25:00+05:30,3469.89990234375,3469.89990234375,3465.050048828125,3467.35009765625,3467.35009765625,8888
2023-09-11 09:26:00+05:30,3467.35009765625,3468.949951171875,3463.199951171875,3465.25,3465.25,11790
2023-09-11 09:27:00+05:30,3465.25,3469.0,3464.949951171875,3467.10009765625,3467.10009765625,7010
2023-09-11 09:28:00+05:30,3467.0,3469.449951171875,3465.050048828125,3469.449951171875,3469.449951171875,5151
2023-09-11 09:29:00+05:30,3469.89990234375,3474.550048828125,3469.75,3472.60009765625,3472.60009765625,20741
2023-09-11 09:30:00+05:30,3474.050048828125,3474.5,3469.050048828125,3471.300048828125,3471.300048828125,13041
2023-09-11 09:31:00+05:30,3472.0,3472.0,3468.199951171875,3469.0,3469.0,5838
2023-09-11 09:32:00+05:30,3469.0,3475.0,3469.0,3475.0,3475.0,12816
2023-09-11 09:33:00+05:30,3475.0,3475.0,3471.0,3471.0,3471.0,10252
2023-09-11 09:34:00+05:30,3470.0,3472.85009765625,3469.800048828125,3470.949951171875,3470.949951171875,4772
2023-09-11 09:35:00+05:30,3470.0,3472.0,3469.800048828125,3472.0,3472.0,5115
2023-09-11 09:36:00+05:30,3472.050048828125,3475.5,3472.0,3473.25,3473.25,14742
2023-09-11 09:37:00+05:30,3474.64990234375,3475.0,3471.10009765625,3472.0,3472.0,4138
2023-09-11 09:38:00+05:30,3471.60009765625,3474.300048828125,3470.449951171875,3471.89990234375,3471.89990234375,4568
2023-09-11 09:39:00+05:30,3471.14990234375,3475.89990234375,3471.14990234375,3475.449951171875,3475.449951171875,6679
2023-09-11 09:40:00+05:30,3475.39990234375,3478.0,3475.39990234375,3478.0,3478.0,8864
2023-09-11 09:41:00+05:30,3478.0,3479.89990234375,3477.10009765625,3479.85009765625,3479.85009765625,11024
2023-09-11 09:42:00+05:30,3478.949951171875,3480.0,3477.949951171875,3479.10009765625,3479.10009765625,6479
2023-09-11 09:43:00+05:30,3479.10009765625,3482.0,3479.10009765625,3481.0,3481.0,20038
2023-09-11 09:44:00+05:30,3481.0,3482.89990234375,3477.0,3477.949951171875,3477.949951171875,8133
2023-09-11 09:45:00+05:30,3477.0,3477.0,3474.0,3474.85009765625,3474.85009765625,6393
2023-09-11 09:46:00+05:30,3474.0,3474.60009765625,3472.0,3472.0,3472.0,2578
2023-09-11 09:47:00+05:30,3472.0,3474.050048828125,3472.0,3474.050048828125,3474.050048828125,3262
2023-09-11 09:48:00+05:30,3473.89990234375,3474.85009765625,3473.5,3474.800048828125,3474.800048828125,2233
2023-09-11 09:49:00+05:30,3473.89990234375,3474.800048828125,3471.64990234375,3471.64990234375,3471.64990234375,2670
2023-09-11 09:50:00+05:30,3472.800048828125,3472.949951171875,3471.0,3471.35009765625,3471.35009765625,1555
2023-09-11 09:51:00+05:30,3472.5,3472.800048828125,3471.35009765625,3472.800048828125,3472.800048828125,3324
2023-09-11 09:52:00+05:30,3472.25,3473.449951171875,3472.25,3473.449951171875,3473.449951171875,2554
2023-09-11 09:53:00+05:30,3472.89990234375,3473.949951171875,3471.699951171875,3473.0,3473.0,1888
2023-09-11 09:54:00+05:30,3471.800048828125,3473.14990234375,3468.85009765625,3470.0,3470.0,12226
2023-09-11 09:55:00+05:30,3470.0,3471.449951171875,3466.5,3469.14990234375,3469.14990234375,16392
2023-09-11 09:56:00+05:30,3469.5,3471.0,3468.5,3469.64990234375,3469.64990234375,2466
2023-09-11 09:57:00+05:30,3469.85009765625,3470.39990234375,3468.5,3470.39990234375,3470.39990234375,2302
2023-09-11 09:58:00+05:30,3470.25,3472.949951171875,3469.800048828125,3472.5,3472.5,4536
2023-09-11 09:59:00+05:30,3471.35009765625,3472.5,3469.0,3471.550048828125,3471.550048828125,2422
2023-09-11 10:00:00+05:30,3471.550048828125,3472.699951171875,3468.449951171875,3468.449951171875,3468.449951171875,4952
2023-09-11 10:01:00+05:30,3468.5,3470.0,3466.050048828125,3467.0,3467.0,34236
2023-09-11 10:02:00+05:30,3467.050048828125,3470.0,3466.60009765625,3470.0,3470.0,5241
2023-09-11 10:03:00+05:30,3469.800048828125,3473.800048828125,3469.800048828125,3471.85009765625,3471.85009765625,18749
2023-09-11 10:04:00+05:30,3471.85009765625,3475.35009765625,3471.550048828125,3475.050048828125,3475.050048828125,8232
2023-09-11 10:05:00+05:30,3475.050048828125,3478.85009765625,3475.050048828125,3475.550048828125,3475.550048828125,9154
2023-09-11 10:06:00+05:30,3475.60009765625,3478.75,3475.0,3478.14990234375,3478.14990234375,20972
2023-09-11 10:07:00+05:30,3477.949951171875,3480.60009765625,3474.800048828125,3480.0,3480.0,52818
2023-09-11 10:08:00+05:30,3480.60009765625,3482.0,3479.0,3480.14990234375,3480.14990234375,6958
2023-09-11 10:09:00+05:30,3480.39990234375,3483.0,3479.949951171875,3481.10009765625,3481.10009765625,36943
2023-09-11 10:10:00+05:30,3481.10009765625,3482.25,3480.0,3480.10009765625,3480.10009765625,1987
2023-09-11 10:11:00+05:30,3480.050048828125,3481.050048828125,3479.39990234375,3479.5,3479.5,2021
2023-09-11 10:12:00+05:30,3479.449951171875,3480.949951171875,3478.75,3479.800048828125,3479.800048828125,4805
2023-09-11 10:13:00+05:30,3479.39990234375,3481.85009765625,3479.0,3481.60009765625,3481.60009765625,7161
2023-09-11 10:14:00+05:30,3481.39990234375,3482.949951171875,3480.050048828125,3480.699951171875,3480.699951171875,4252
2023-09-11 10:15:00+05:30,3480.199951171875,3481.0,3479.0,3479.5,3479.5,2536
2023-09-11 10:16:00+05:30,3479.5,3479.550048828125,3476.050048828125,3477.39990234375,3477.39990234375,4984
2023-09-11 10:17:00+05:30,3477.0,3480.0,3475.85009765625,3479.949951171875,3479.949951171875,9697
2023-09-11 10:18:00+05:30,3478.89990234375,3480.0,3477.35009765625,3478.050048828125,3478.050048828125,1592
2023-09-11 10:19:00+05:30,3478.0,3478.5,3476.949951171875,3477.949951171875,3477.949951171875,3758
2023-09-11 10:20:00+05:30,3477.89990234375,3478.0,3476.64990234375,3477.60009765625,3477.60009765625,3782
2023-09-11 10:21:00+05:30,3477.60009765625,3479.60009765625,3477.60009765625,3478.0,3478.0,1780
2023-09-11 10:22:00+05:30,3477.60009765625,3478.0,3476.64990234375,3477.199951171875,3477.199951171875,2194
2023-09-11 10:23:00+05:30,3477.60009765625,3477.800048828125,3476.39990234375,3476.39990234375,3476.39990234375,1234
2023-09-11 10:24:00+05:30,3477.0,3477.949951171875,3476.39990234375,3476.39990234375,3476.39990234375,1462
2023-09-11 10:25:00+05:30,3476.39990234375,3477.89990234375,3475.5,3476.0,3476.0,6984
2023-09-11 10:26:00+05:30,3475.699951171875,3477.0,3475.050048828125,3476.800048828125,3476.800048828125,3347
2023-09-11 10:27:00+05:30,3477.0,3477.0,3473.35009765625,3473.5,3473.5,8304
2023-09-11 10:28:00+05:30,3473.60009765625,3474.64990234375,3472.050048828125,3473.0,3473.0,4039
2023-09-11 10:29:00+05:30,3472.89990234375,3474.0,3470.60009765625,3472.300048828125,3472.300048828125,3760
2023-09-11 10:30:00+05:30,3472.64990234375,3473.89990234375,3470.10009765625,3471.60009765625,3471.60009765625,1406
2023-09-11 10:31:00+05:30,3469.10009765625,3471.0,3469.10009765625,3469.35009765625,3469.35009765625,4243
2023-09-11 10:32:00+05:30,3470.050048828125,3470.300048828125,3469.199951171875,3469.199951171875,3469.199951171875,832
2023-09-11 10:33:00+05:30,3469.300048828125,3469.89990234375,3468.300048828125,3469.75,3469.75,1798
2023-09-11 10:34:00+05:30,3469.89990234375,3469.89990234375,3468.199951171875,3468.199951171875,3468.199951171875,2303
2023-09-11 10:35:00+05:30,3468.199951171875,3469.89990234375,3468.199951171875,3468.85009765625,3468.85009765625,2435
2023-09-11 10:36:00+05:30,3469.300048828125,3469.949951171875,3465.85009765625,3468.89990234375,3468.89990234375,9868
2023-09-11 10:37:00+05:30,3467.39990234375,3469.800048828125,3467.39990234375,3467.89990234375,3467.89990234375,1342
2023-09-11 10:38:00+05:30,3467.949951171875,3469.949951171875,3467.85009765625,3469.550048828125,3469.550048828125,2809
2023-09-11 10:39:00+05:30,3469.949951171875,3469.949951171875,3469.60009765625,3469.89990234375,3469.89990234375,2023
2023-09-11 10:40:00+05:30,3469.89990234375,3469.949951171875,3469.199951171875,3469.949951171875,3469.949951171875,1723
2023-09-11 10:41:00+05:30,3469.199951171875,3469.949951171875,3469.199951171875,3469.75,3469.75,860
