Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,38.724998474121094,40.0,38.724998474121094,39.70000076293945,28.128597259521484,212976
2002-08-13,39.75,40.38750076293945,38.875,39.162498474121094,27.747758865356445,153576
2002-08-14,39.25,39.25,35.724998474121094,36.462501525878906,25.834735870361328,822776
2002-08-15,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,25.834735870361328,0
2002-08-16,36.275001525878906,38.0,35.75,36.375,25.772735595703125,811856
2002-08-19,36.67499923706055,36.67499923706055,35.13750076293945,35.474998474121094,25.135061264038086,205880
2002-08-20,35.724998474121094,38.724998474121094,35.48749923706055,36.462501525878906,25.834735870361328,3773624
2002-08-21,38.474998474121094,39.20000076293945,36.525001525878906,38.25,27.101221084594727,3011064
2002-08-22,39.51250076293945,41.57500076293945,39.3125,39.900001525878906,28.27031135559082,6732480
2002-08-23,40.25,43.625,39.76250076293945,42.29999923706055,29.970767974853516,4841672
2002-08-26,42.974998474121094,43.25,41.8125,42.150001525878906,29.864484786987305,2576912
2002-08-27,42.5,44.25,40.75,41.099998474121094,29.120540618896484,3694224
2002-08-28,40.974998474121094,41.599998474121094,40.287498474121094,41.13750076293945,29.147104263305664,1674960
2002-08-29,40.88750076293945,41.875,40.75,41.13750076293945,29.147104263305664,1236544
2002-08-30,41.26250076293945,45.125,41.25,44.04999923706055,31.210683822631836,3762384
2002-09-02,44.75,45.974998474121094,44.04999923706055,44.5,31.5295352935791,2389568
2002-09-03,44.75,44.9375,42.0,42.412498474121094,30.050474166870117,986784
2002-09-04,41.875,43.75,41.38750076293945,43.337501525878906,30.70587158203125,1449856
2002-09-05,44.662498474121094,44.86249923706055,42.5,43.07500076293945,30.519878387451172,1061360
2002-09-06,43.25,43.25,41.01250076293945,41.474998474121094,29.386232376098633,907472
2002-09-09,39.5,42.6875,39.5,40.9375,29.005409240722656,880848
2002-09-10,40.9375,40.9375,40.9375,40.9375,29.005409240722656,0
2002-09-11,41.162498474121094,42.70000076293945,41.162498474121094,41.974998474121094,29.74048614501953,635936
2002-09-12,42.48749923706055,43.224998474121094,41.900001525878906,42.1875,29.891067504882812,781968
2002-09-13,40.712501525878906,42.224998474121094,40.63750076293945,40.98749923706055,29.040834426879883,338264
2002-09-16,41.375,41.599998474121094,39.875,40.1875,28.473995208740234,288592
2002-09-17,40.912498474121094,41.625,40.775001525878906,41.36249923706055,29.30653190612793,462952
2002-09-18,41.125,41.25,39.75,40.087501525878906,28.40315055847168,315432
2002-09-19,39.75,41.07500076293945,39.25,39.75,28.164020538330078,490848
2002-09-20,38.32500076293945,39.67499923706055,38.162498474121094,39.099998474121094,27.7034854888916,501072
2002-09-23,39.375,39.474998474121094,38.275001525878906,38.4375,27.234081268310547,248504
2002-09-24,38.29999923706055,38.29999923706055,36.724998474121094,37.13750076293945,26.312992095947266,267912
2002-09-25,36.275001525878906,37.75,36.0,37.42499923706055,26.516685485839844,379544
2002-09-26,38.20000076293945,38.61249923706055,37.75,38.01250076293945,26.932968139648438,178136
2002-09-27,37.88750076293945,39.0,37.88750076293945,38.474998474121094,27.26065444946289,206288
2002-09-30,37.88750076293945,38.474998474121094,36.275001525878906,37.07500076293945,26.268709182739258,202232
2002-10-01,37.25,37.75,36.125,36.76250076293945,26.047292709350586,240192
2002-10-02,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,26.047292709350586,0
2002-10-03,37.25,39.75,37.25,37.75,26.746973037719727,673264
2002-10-04,38.25,38.36249923706055,37.125,37.51250076293945,26.578689575195312,258296
2002-10-07,37.76250076293945,38.0,37.025001525878906,37.349998474121094,26.463558197021484,110976
2002-10-08,37.462501525878906,38.724998474121094,37.25,38.36249923706055,27.180950164794922,227352
2002-10-09,38.5,39.11249923706055,37.0625,37.38750076293945,26.4901180267334,277040
2002-10-10,38.5,38.5,36.63750076293945,37.42499923706055,26.516685485839844,173224
2002-10-11,38.474998474121094,38.9375,38.11249923706055,38.212501525878906,27.074668884277344,192536
2002-10-14,38.92499923706055,39.0,37.57500076293945,37.9375,26.87981605529785,152744
2002-10-15,37.9375,37.9375,37.9375,37.9375,26.87981605529785,0
2002-10-16,42.775001525878906,42.775001525878906,37.775001525878906,38.01250076293945,26.932968139648438,247760
2002-10-17,38.25,38.25,37.525001525878906,38.01250076293945,26.932968139648438,144512
2002-10-18,38.75,39.92499923706055,38.287498474121094,38.8125,27.499771118164062,512312
2002-10-21,39.724998474121094,40.73749923706055,39.25,39.412498474121094,27.924896240234375,646296
2002-10-22,39.75,39.75,37.75,37.98749923706055,26.915241241455078,229384
2002-10-23,38.25,38.70000076293945,37.525001525878906,37.8125,26.791257858276367,153320
2002-10-24,38.224998474121094,38.349998474121094,36.900001525878906,37.150001525878906,26.32184410095215,168744
2002-10-25,36.5,37.087501525878906,36.275001525878906,36.38750076293945,25.781599044799805,172296
2002-10-28,36.125,36.5,35.54999923706055,35.849998474121094,25.4007568359375,134504
2002-10-29,35.75,36.45000076293945,35.54999923706055,36.162498474121094,25.622175216674805,143024
2002-10-30,36.5,37.4375,36.25,36.775001525878906,26.0561466217041,164320
2002-10-31,37.0,37.5,36.79999923706055,37.349998474121094,26.463558197021484,118928
2002-11-01,37.525001525878906,38.150001525878906,36.76250076293945,36.962501525878906,26.189010620117188,108792
2002-11-04,37.5,37.5,36.95000076293945,37.23749923706055,26.38383674621582,56560
2002-11-05,36.88750076293945,37.32500076293945,36.599998474121094,36.837501525878906,26.100433349609375,70288
2002-11-06,36.837501525878906,36.837501525878906,36.837501525878906,36.837501525878906,26.100433349609375,0
2002-11-07,37.5,39.5,37.5,37.974998474121094,26.906391143798828,204880
2002-11-08,37.25,37.73749923706055,37.025001525878906,37.3125,26.436973571777344,77664
2002-11-11,37.5,37.5,36.67499923706055,36.75,26.038442611694336,66568
2002-11-12,36.5,37.5,36.5,36.9375,26.17127799987793,106864
2002-11-13,37.125,37.224998474121094,36.42499923706055,36.625,25.94986915588379,106264
2002-11-14,37.20000076293945,37.900001525878906,36.63750076293945,37.125,26.30413246154785,211856
2002-11-15,37.95000076293945,38.162498474121094,37.5,37.92499923706055,26.870960235595703,154144
2002-11-18,38.25,38.73749923706055,37.837501525878906,38.3125,27.145505905151367,217672
2002-11-19,38.3125,38.3125,38.3125,38.3125,27.145505905151367,0
2002-11-20,38.25,39.875,38.25,39.57500076293945,28.040029525756836,406128
2002-11-21,40.3125,44.724998474121094,40.3125,43.0,30.466747283935547,2664024
2002-11-22,41.38750076293945,45.17499923706055,41.38750076293945,42.337501525878906,29.997344970703125,1184016
2002-11-25,42.75,43.20000076293945,41.75,42.26250076293945,29.944194793701172,428920
2002-11-26,42.625,43.45000076293945,41.775001525878906,42.01250076293945,29.767070770263672,367496
